"",,,,,
Student Misconduct,13-0698,05-12-13/2238,05-12-13/2112,Drew Hall Inactive
Recov. Property,13-0699,05-13-13/1340,05-13-13/1315,I-LAB Inactive
Damaged Property,13-0700,05-13-13/1530,05-13-13/1530,Administration Building Inactive
Alarm Activation,13-0701,05-14-13/0950,05-14-13/0940,Blackburn Center Inactive
Theft II,13-0702,05-14-13/1440,05-14-13/1420,School of Divinity Active
Miscellaneous,13-0703,05-14-13/1850,05-14-13/1850,Howard Center Lot Inactive
Hit and Run,13-0704,05-15-13/1402,05-15-13/1402,6th & Bryant St. Active
Lost Property,13-0705,05-16-13/1728,05-16-13/1600,Dental School Inactive
Confiscated Property,13-0706,05-17-13/1345,05-17-13/1340,Slowe Hall Inactive
Barring Notice,13-0707,05-18-13/1235,05-18-13/1235,6th and Howard Place Inactive
No Reports,,05-19-13/,,
No Reports,,05-20-13/,,
Theft II,13-0708,05-21-13/1719,05-21-13/1700,Plaza Towers Active
Loud Noise,13-0709,05-22-13/1413,05-22-13/1415,28th Otis St.NE Inactive
Student Misconduct,13-0710,05-22-13/0412,05-22-13/0249,Burr Gymnasium Inactive
Theft II,13-0711,05-22-13/0800,05-22-13/0800,Plaza Towers Active
Theft II,13-0712,05-23-13/1000,05-23-13/0900,West Campus Active
Unlawful Entry,13-0713,05-23-13/1120,05-23-13/0930,Plaza Towers Active
Unlawful Entry,13-0714,05-23-13/0930,05-23-13/0930,Plaza Towers Active
Auto Accident,13-0715,05-23-13/1600,05-23-13/1608,"2200 Ga., Ave., NW Active"
No Reports,,05-24-13/,,
Fire Alarm Activation,13-0716,05-25-13/0400,05-25-13/0304,Plaza Towers Inactive
No Report,,05-26-13/,05-26-13/,
Burglary II,13-0717,05-27-13/0443,05-27-13/0427,"2301 B Ga. Ave., NW Active"
Attempted Ro,13-0718,05-28-13/1730,05-28-13/1600,10th & 11 St. on V  St. Active
Alarm Activation,13-0719,05-28-13/1931,05-28-13/1930,Wonder Plaza Inactive
Miscellaneous,13-0720,05-28-13/2106,05-28-13/2130,Plaza Towers Inactive
Found Property,13-0721,05-29-13/1225,05-29-13/1222,Drew Hall Inactive
Injured Person,13-0722,05-29-13/1532,05-29-13/1532,School of Business Inactive
Possession of Marijuana,13-0723,05-29-13/1929,05-29-13/1925,Plaza Towers,Active
Lost Property,13-0724,05-30-13/1425,05-30-13/1410,Service Center,Inactive
Sick Transport,13-0725,05-30-13/1601,05-30-13/1608,Student Health,Inactive
Miscellaneous,13-0726,05-30-13/1522,05-30-13/1530,HURB-1,Inactive
Found Property,13-0727,05-30-13/2000,05-30-13/2100,Plaza Towers (rear),Inactive
Armed Robbery,13-0728,05-30-13/2032,05-30-13/2030,"4th and U St., NW",Active
Unlawful Entry,13-0729,05-31-13/0200,05-31-13/0200,Burr Gymnasium,Active
Fire Alarm Activation,13-0730,05-31-13/0234,05-31-13/0241,A-1 Garage,Inactive
Fire Alarm Activation,13-0731,06-01-13/0121,06-01-13/0121,Drew Hall,Inactive
Burglary 1,13-0732,06-01-13/0223,06-01-13/0100,779 Fairmont St. NW,Active
Sick Person,13-0733,06-01-13/2045,06-01-13/2045,Plaza Towers,Inactive
Sick Person,13-0734,06-01-13/2045,06-01-13/2045,Plaza Towers,Inactive
Damaged Property,13-0735,06-02-13/0934,06-02-13/0930,Carnegie Hall,Inactive
Miscellaneous,13-0736,06-03-13/1147,06-03-13/1125,Service Center,Inactive
Theft from Auto,13-0737,06-04-13/1753,06-04-13/1825,Mudd Building,Active
Hazardous water Leak,13-0738,06-04-13/2148,06-04-13/2158,Stokes Library,Inactive
Theft II,13-0739,06-05-13/0129,06-05-13/0010,Plaza Towers,Active
No Report,,,,,
No Report,13-0740,,,,
Miscellaneous,13-0741,06-06-13/2317,06-06-13/2319,East Campus,Inactive
Threats,13-0742,06-06-13/0138,06-06-13/0100,Public Space,Inactive
Miscellaneous,13-0743,06-06-13/0545,06-06-13/0600,Mudd Building,Inactive
Lost Property,13-0744,06-07-13/1044,06-07-13/0945,Admin. Building,Inactive
Recov. Property,13-0745,06-07-13/1828,06-07-13/1828,Slowe Hall,Inactive
Alarm Activation,13-0746,06-08-13/1343,06-08-13/1301,Blackburn Center,Inactive
Disorderly Conduct,13-0747,06-09-13/1255,06-09-13/1255,McDonalds,Inactive
Harassment,13-0748,06-09-13/1024,06-09-13/1025,Plaza Towers,Inactive
Lost Property,13-0749,06-09-13/1902,06-09-13/1902,Plaza Towers,Inactive
Unlawful Entry,13-0750,06-10-13/0109,06-10-13/0115,Sub-Station,Inactive
Damaged Property,13-0751,06-10-13/0745,06-10-13/0830,Social Work,Inactive
Miscellaneous,13-0752,06-10-13/0957,06-10-13/1010,Dental School,Inactive
Sick Person,13-0753,06-10-13/1758,06-10-13/1740,Miner Building,Inactive
Sick Person,13-0754,06-10-13/2207,06-10-13/2210,Slowe Hall,Inactive
Miscellaneous,13-0755,06-11-13/1213,06-11-13/1214,Dental School,Inactive
Injured Person,13-0756,06-12-13/0841,06-12-13/0848,School of Business,Inactive
Found Property,13-0757,06-12-13/1251,06-12-13/1253,Dental School,Inactive
Burglary II,13-0758,06-13-13/1526,06-13-13/1510,Biology Building,Active
Found Property,13-0759,06-13-13/1937,06-13-13/1831,Upper Campus,Inactive
Vehicle Accident,13-0760,06-13-13/2117,06-13-13/2030,4th Gresham,Inactive
No Report,13-0761,,,,
Injured Person,13-0762,06-14-13/1019,Cook HaLL,Cook Hall,Inactive
ADW/Gun,13-0763,06-15-13/0204,06-15-13/0204,4th & V St. NW,Inactive
Theft from Auto,13-0764,06-15-13/0855,06-15-13/1045,Towers Lot,Active
Found Property,13-0765,06-15-13/1107,06-15-13/1100,Plaza Towers,Inactive
Suspicious Odor,13-0766,06-15-13/1938,06-15-13/1938,Plaza Towers,Inactive
Damaged Property,13-0767,06-15-13/2048,06-15-13/2048,Mudd Building,Inactive
PWID,13-0768,06-15-13/1938,06-15-13/2130,Plaza Towers,Active
Armed Robbery,13-0769,06-16-13/0141,06-16-13/0130,"700 Fairmont St, NW",Inactive
Unlawful Entry,13-0770,06-16-13/1736,06-16-13/1736,HU Hospital,Inactive
Sick Person,13-0771,06-17-13/1110,06-17-13/1137,Cramton Auditorium,Inactive
Sexual Assault,083-13,06-17-13/1942,06-17-13/1942,HU Hospital,Active
Sick Person,13-0772,06-18-13/0120,06-18-13/0118,Plaza Towers,Inactive
Injured Person,13-0773,06-18-13/0405,06-18-13/0400,Plaza Towers,Inactive
Miscellaneous,13-0774,06-18-13/1036,06-18-13/1047,Dental School,Inactive
Sick Person,13-0775,06-19-13/1124,06-19-13/1125,Admin. Bldg.,Inactive
Sick Person,13-0776,06-19-13/1350,06-19-13/1355,Founders Library,Inactive
Injured Person,13-0777,06-19-13/1530,06-19-13/1535,Admin. Bldg.,Inactive
Student Misconduct,13-0778,06-19-13/1928,06-19-13/1925,Engineering Bldg.,Inactive
Simple Assault,13-0779,06-19-13/2013,06-19-13/2013,Plaza Towers,Active
Vehicle Accident,13-0780,06-20-13/0849,06-20-13/0851,Bethune Annex/front,Active
Miscellaneous,13-0781,06-20-13/1558,06-20-13/1601,Mudd Bldg.,Inactive
Theft II,13-0782,06-20-13/1833,06-20-13/1825,Stokes Library,Active
Theft I,13-0783,06-21-13/1303,06-21-13/1310,Pharmacy Bldg.,Active
Sick Person,13-0784,06-21-13/1520,06-21-13/1510,Ira Aldridge,Inactive
Sick Person,13-0785,06-21-13/1635,06-21-13/1635,Engineering Bldg,Inactive
Theft from Auto,13-0786,06-21-13/1834,06-21-13/1835,Green Stadium,Active
No Reports,,06-22-13/,,,
Student Misconduct,13-0787,06-23-13/1449,06-23-13/1450,Plaza Towers,Inactive
Unlawful Entry,13-0788,06-24-13/0651,06-24-13/0751,Chemistry Building,Inactive
Hazardous Odor,13-0789,06-24-13/0830,06-24-13/0835,Blackburn Center,Inactive
Found Property,13-0790,06-24=13/1636,06-24-13/1600,Main Gate,Inactive
Damage Property,13-0791,06-25-13/0647,06-25-13/0630,Service Center,Inactive
Student Misconduct,13-0792,06-25-13/2022,06-25-13/2022,Architect & Planning,Inactive
Miscellaneous,13-0793,06-26-13/2333,06-26-13/0024,Public Space,Inactive
Hazardous Water Leak,13-0794,06-27-13/0550,06-27-13/0520,Chemistry Building,Inactive
Sick Person,13-0795,06-27-13/0635,06-27-13/0645,C.B. Powell Building,Inactive
Found Property,13-0796,06-27-13/0806,06-27-13/0738,Cook Hall,Inactive
Lost Property,13-0797,06-27-13/1123,06-27-13/1135,Engineering Building,Inactive
Sick Person,13-0798,06-27-13/1407,06-27-13/1420,Quadrangle Hall,Inactive
Miscellaneous,13-0799,06-28-13/0447,06-28-13/0447,Plaza Towers,Inactive
Lost Property,13-0800,06-28-13/1417,06-28-13/1327,Engineering Bldg,Inactive
Hazard Water Leak,13-0801,06-28-13/1649,06-28-13/1640,Gnome Bldg.,Inactive
No Report,,6/29/2013,,,
No Report,,6/30/2013,,,
Miscellaneous,13-0802,07-01-13/1059,07-01-13/1046,Blackburn Center,Inactive
Lost Property,13-0803,07-01-13/1422,07-01-13/1225,Blackburn Center,Inactive
Fire Alarm Activation,13-0804,07-01-13/1627,07-01-13/1427,Plaza Towers,Inactive
Hazardous Elevator,13-0805,07-01-13/1751,07-01-13/1740,Plaza Towers,Inactive
Miscellaneous,13-0806,07-02-13/0228,07-02-13/0228,Plaza Towers,Inactive
Fire Alarm Activation,13-0807,07-02-13/0231,07-02-13/0231,Drew Hall,Inactive
Unlawful Entry,13-0808,07-02-13/1654,07-02-13/1654,Founders Library,Active
ADW/Gun,13-0809,07-03-13/1346,07-03-13/2200,Drew Hall,Inactive
Injured Person,13-0810,07-03-13/1716,07-03-13/1719,Locke Hall,Inactive
Sick Transport,13-0811,07-04-13/0629,07-04-13/0630,Plaza Towers,Inactive
Student Misconduct,13-0812,07-04-13/1843,07-04-13/1833,Plaza Towers,Active
Hazardous Elevator,13-0813,07-04-13/2038,07-04-13/2032,Plaza Towers,Inactive
Hazardous Water Leak,13-0814,07-04-13/2319,07-04-13/0230,East Campus,Inactive
ADW/Gun,13-0815,07-04-13/2332,07-04-13/2330,Public Space,Active
Hazardous Elevator,13-0816,07-05-13/0014,07-05-13/0056,Plaza Towers,Inactive
Hazardous Elevator,13-0817,07-05-13/0056,07-05-13/0014,Plaza Towers,Inactive
Miscellaneous,13-0818,07-05-13/2133,07-05-13/1948,Slowe Hall,Inactive
Loud Noise,13-0819,07-06-13/0146,07-06-13/0146,Plaza Towers,Inactive
Alarm Activation,13-0820,07-07-13/0301,07-07-13/0300,Plaza Towers,Inactive
Fire Alarm Activation,13-0821,07-07-13/2226,07-07-13/2230,Cook Hall,Inactive
Lost Property,13-0822,07-08-13/1546,07-08-13/1545,Main Campus,Inactive
Theft from Auto,13-0823,07-08-13/1747,07-08-13/1757,Howard Center Lot,Active
Loud Noise,13-0824,07-09-13/0839,07-09-13/0844,Plaza Towers,Inactive
Damaged Property,13-0825,07-09-13/0019,07-09-13/0019,Plaza Towers,Inactive
Driving w/o Permit,13-0826,07-09-13/0245,07-10-13/0245,Public Space,Inactive
Hazardous Water Leak,13-0827,07-09-13/0438,07-09-13/0438,Mudd Bldg.,Inactive
Threats,13-0828,07-10-13/1056,07-10-13/0820,Cramton Auditorium,Active
Possession of Marijuana,13-0829,07-10-13/1328,07-10-13/1300,Blackburn Center,Active
Sick Person,13-0830,07-11-13/1615,07-11-13/1515,Main Gate,Inactive
Sick Person,13-0831,07-11-13/1707,07-11-13/1710,Biology Building,Inactive
Theft II,13-0832,07-11-13/1629,07-11-13/1300,Douglass Hall,Active
Found Property,13-0833,07-11-13/1853,07-11-13/1845,Service Center,Inactive
Unlawful Entry,13-0834,07-11-13/2315,07-11-13/2325,Drew Hall,Inactive
Simple Assault,13-0835,07-12-13/1050,07-12-13/1052,Wonder Plaza,Active
New Shift,13-0836,07-13-13/0101,07-13-13/0101,Plaza Towers,Inactive
Injured Person,13-0837,07-13-13/0208,07-13-13/0208,Plaza Towers,Inactive
Miscellaneous,13-0838,07-13-13/0247,07-13-13/0208,Plaza Towers,Inactive
Injured Person,13-0839,07-13-13/0335,07-13-13/0230,Plaza Towers,Inactive
Sick Transport,13-0840,07-13-13/0503,07-13-13/0513,Plaza Towers,Inactive
Miscellaneous,13-0841,07-13-13/0857,07-13-13/1235,Dental School,Inactive
Hazardous Elevator,13-0842,07-13-13/1451,07-13-13/0250,Upper Campus,Inactive
Damaged Property,13-0843,07-13-13/1639,07-13-13/1630,Biology Building,Inactive
Alarm Activation,13-0844,07-13-13/2028,07-13-13/2016,Carver Hall,Inactive
Found Property,13-0845,07-14-13/2209,07-14-13/2130,Carnegie Bldg.,Inactive
Hazardous Elevator,13-0846,07-15-13/1100,07-15-13/1100,Plaza Towers,Inactive
Damaged Property,13-0847,07-15-13/1817,07-15-13/1747,Blackburn Center,Inactive
Suspicious Package,13-0848,07-16-13/0747,07-16-13/0747,Service Center,Inactive
Vehicle Accident,13-0849,07-16-13/1311,07-16-13/1320,South Banneker,Active
Miscellaneous,13-0850,07-17-13/0641,07-17-13/0640,Douglass Hall,Inactive
Vehicle Accident,13-0851,07-17-13/0858,07-17-13/0859,Lower Campus,Inactive
Sick Person,13-0852,07-17-13/1216,07-17-13/1216,Main Gate,Inactive
Theft II,13-0853,07-17-13/1413,07-17-13/1430,Service Center,Active
Damaged Property,13-0854,07-17-13/1641,07-17-13/1640,HU Hospital,Inactive
Found Property,13-0855,07-18-13/0607,07-18-13/0619,Plaza Towers Lot,Inactive
Theft II,13-0856,07-18-13/1300,07-18-13/1444,C B Powell,Inactive
Fire Alarm Activation,13-0857,07-19-13/0029,07-19-13/0015,East Campus,Inactive
Fire Alarm Activation,13-0858,07-19-13/0316,07-19-13/0316,Child Care Center,Inactive
Damaged Property,13-0859,07-19-13/1511,07-19-13/1451,Locke Hall,Inactive
Hazardous Elevator,13-0860,07-19-13/2024,07-19-13/2024,Plaza Towers,Inactive
Miscellaneous,13-0861,07-19-13/2335,07-19-13/2330,Plaza Towers,Inactive
Miscellaneous,13-0862,07-20-13/0121,07-20-13/0121,Main Campus,Inactive
Loud Noise,13-0863,07-20-13/1925,07-20-13/0930,Stokes Library,Inactive
Fire Alarm Activation,13-0864,07-21-13/0328,07-21-13/0317,Plaza Towers,Inactive
Suspicious Odor,13-0865,07-21-13/2115,07-21-13/2116,Plaza Towers,Inactive
Sexual Assault,13-0866,07-22-13/1042,07-22-13/1044,"2600 Blk 6th St, NW",Active
Sick Transport,13-0867,07-22-13/1536,07-22-13/1606,Student Health,Inactive
Damaged Property,13-0868,07-22-13/1744,07-22-13/1750,Plaza Towers,Inactive
Hazardous Elevator,13-0869,07-23-13/0007,07-23-13/0007,Plaza Towers,Inactive
Injured Person,13-0870,07-23-13/0401,07-23-13/0200,Pharmacy Bldg.,Inactive
Miscellaneous,13-0871,07-23-13/0608,07-23-13/0605,Green Stadium,Inactive
Disorderly,13-0872,07-23-13/1143,07-23-13/1145,Service Center,Inactive
Alarm Activation,13-0873,07-23-13/1157,07-23-13/1157,East Campus,Inactive
Miscellaneous,13-0874,07-24-13/1252,07-24-13/1252,Mental Health,Inactive
Damaged Property,13-0875,07-24-13/1101,07-24-13/1101,Douglass Hall,Inactive
Injured Person,13-0876,07-24-13/1416,07-24-13/1415,Burr Gymnasium,Inactive
Theft I,13-0877,07-24-13/2014,07-24-13/2014,Plaza Towers,Active
Fire Alarm,13-0878,07-25-13/0754,07-24-13/0754,Slowe Hall,Inactive
Sick Person,13-0879,07-25-13/0839,07-24-13/0830,Plaza Towers,Inactive
Unlawful Entry,13-0880,07-25-13/0751,07-25-13/0755,Blackburn Center,Inactive
Damaged Property,13-0881,07-25-13/0914,07-25-13/0900,Blackburn Center,Inactive
Unlawful Entry,13-0882,07-25-13/0958,07-25-13/1000,School of Business,Inactive
Injured Person,13-0883,07-25-13/1139,07-25-13/1150,Main Gate,Inactive
Sexual Abuse,13-0884,07-25-13/1530,07-25-13/1530,Howard Center,Active
Theft I,13-0885,07-25-13/1402,07-25-13/1400,Plaza Towers,Active
Hazardous Water Leak,13-0886,07-25-13/1731,07-25-13/1731,School of Business,Inactive
Lost Property,13-0887,07-25-13/1945,07-25-13/1900,Blackburn Center,Inactive
Sick Person,13-0888,07-25-13/2334,07-25-13/2345,East Campus,Inactive
Miscellaneous,13-0889,07-26-13/1319,07-26-13/1321,Undergraduate Library,Inactive
Robbery Snatch,13-0890,07-26-13/1551,07-26-13/1540,"900 Blk Florida Ave., NW",Inactive
Student Misconduct,13-0891,07-26-13/2007,07-26-13/2000,Plaza Towers,Inactive
No Reports,,7/27/2013,,,
Possession of Marijuana,13-0892,07-28-13/2130,07-28-13/2100,Plaza Towers,Inactive
No Reports,,07-29-13/,,,
Fire Alarm Activation,13-0893,07-30-13/0025,07-30-13/0026,Cook Hall,Inactive
Fire Alarm Activation,13-0894,07-30-13/0337,07-30-13/0337,Plaza Towers,Inactive
Recovered Property,13-0895,07-30-13/1112,07-30-13/1112,Howard Center,Inactive
Theft II,13-0896,07-30-13/2107,07-30-13/2110,Howard Center,Active
Sick Transport,13-0897,07-31-13/1543,07-31-13/1600,Student Health,Inactive
Robbery Snatch,13-0898,07-31-13/1748,07-31-13/1748,"1400 Shepherd St, NE",Active
Miscellaneous,13-0899,08-01-13/0217,08-01-13/0217,Plaza Towers,Inactive
Vehicle Accident,13-0900,08-01-13/0546,08-01-13/0645,Public Space,Inactive
Miscellaneous,13-0901,08-01-13/1002,08-01-13/0910,Service Center,Inactive
Hazardous Water Leak,13-0902,08-02-13/2104,08-02-13/2105,Bethune Annex,Inactive
No Reports,,08-03-13/,,,
Unlawful Entry,13-0903,08-04-13/1307,08-04-13/1240,Plaza Towers,Active
Hazardous Water Leak,13-0904,08-04-13/1956,08-04-13/1940,C.B. Powell Building,Inactive
Damaged Property,13-0905,08-05-13/0839,08-05-13/0815,Power Plant,Inactive
Lost Property,13-0906,08-05-13/1252,08-05-13/1252,Service Center,Inactive
Found Property,13-0907,08-06-13/0417,08-06-13/0417,Plaza Towers,Inactive
Fire Alarm Activation,13-0908,08-06-13/1404,08-06-13/1407,Douglass Hall,Inactive
Lost Propety,13-0909,08-06-13/1617,08-06-13/1617,Off Campus,Inactive
Injured Person,13-0910,08-06-13/1617,08-06-13/1420,HU Hospital,Inactive
Theft I,13-0911,08-06-13/2159,08-06-13/2330,Plaza Towers,Active
Fire Alarm Activation,13-0912,08-07-13/1322,08-07-13/1322,Plaza Towers,Inactive
Fire,13-0913,08-07-13/2205,08-07-13/2200,Plaza Towers,Inactive
Injured Person,13-0914,08-08-13/0833,08-07-13/1550,2301 Ga. Ave NW,Inactive
Theft II,13-0915,08-08-13/1214,08-08-13/1215,Burr Gymnasium,Active
Sick Person,13-0916,08-08-13/1543,08-08-13/1605,Cook Hall,Inactive
Theft II,13-0917,08-08-13/2104,08-08-13/2105,Plaza Twers,Active
Found Property,13-0918,08-09-13/0259,08-09-13/0259,Plaza Towers,Inactive
Threats,13-0919,08-09-13/1756,08-09-13/1555,Service Center Active
Credit Card Fraud,13-0920,08-09-13/1757,08-09-13/1734,Drew Hall Active
Simple Assault,13-0921,08-09-13/1856,08-09-13/1856,Plaza Towers Active
Miscellaneous,13-0922,08-10-13/0111,08-10-13/0100,400 Blk Michian Ave NE Inactive
Sick Person,13-0923,08-11-13/2247,08-11-13/2252,Quadrangle Hall Inactive
Theft II,13-0924,08-12-13/0844,08-12-13/0844,Service Center Active
Theft from Auto,13-0925,08-12-13/1213,08-12-13/1213,Plaza Towers Active
Theft II,13-0926,08-12-13/1533,08-12-13/1518,Carver Hall Active
Theft II,13-0927,08-12-13/2331,08-13-13/2331,Plaza Towers Active
Fire Alarm Activation,13-0928,08-13-13/0011,08-13-13/0010,Slowe Hall Inactive
Damaged Property,13-0929,08-13-13/1757,08-13-13/1655,Green Stadium Inactive
Injured Person,13-0930,08-13-13/2020,08-13-13/2015,Green Stadium Inactive
Sick Person,13-0931,08-14-13/0602,08-14-13/0559,C.B. Powell Building Inactive
Sick Transport,13-0932,08-14-13/1017,08-14-13/1020,Student Health Center Inactive
Sick Person,13-0933,08-15-13/0808,08-15-13/0808,Green Stadium Inactive
Alarm Activation,13-0934,08-15-13/0938,08-15-13/0938,Administration Buildin Inactive
Theft From Auto,13-0935,08-15-13/1033,08-15-13/1033,Howard Center Lot Active
Damaged Property,13-0936,08-15-13/1147,08-15-13/1155,Blackburn Center Inactive
Hazardous Elevator,13-0937,08-15-13/1423,08-15-13/1423,Douglass Hall Inactive
Lost Property,13-0938,08-16-13/1339,08-16-13/1349,Mudd Building Inactive
Student Misconduct,13-0939,08-16-13/1702,08-16-13/1702,Lower Campus Active
Damaged Property,13-0940,08-16-13/1930,08-16-13/1930,HURB-1 Inactive
Damaged Property,13-0941,08-16-13/1930,08-16-13/1730,HURB-1 Inactive
Miscellaneous,13-0942,08-16-13/2111,08-16-13/2052,Plaza Towers Inactive
Injured Person,13-0943,08-17-13/1316,08-17-13/1305,Bethune Hall Inactive
Injured Person,13-0944,08-17-13/1612,08-17-13/1605,Stokes Library Inactive
Damaged Property,13-0945,08-17-13/1741,08-17-13/1741,HUH Garage Inactive
Possession of Marijuana,13-0946,08-17-13/2138,08-17-13/2138,Drew Hall Active
Miscellaneous,13-0947,08-17-13/2247,08-17-13/2225,6th & Howard Pl Inactive
Sick Transport,13-0948,08-18-13/0102,08-18-13/0108,Blackburn Center Inactive
NO Reprt,13-0949,08-18-13/,08-18-13/,
Possession of Marijuana,13-0950,08-18-13/0257,08-18-13/0250,Plaza Towers Active
Lost Property,13-0951,08-18-13/1105,08-18-13/1230,Drew Hall Inactive
Damaged Property,13-0952,08-18-13/1112,08-18-13/1112,Childers Lot Active
Alarm Activation,13-0953,08-18-13/1912,08-18-13/1912,Cook Hall,Inactive
Student Misconduct,13-0954,08-18-13/2042,08-18-13/2042,Douglass Hall,Inactive
Simple Assault,109-13,08-18-13/0408,08-18-13/0220,HUH Courtyard,Active
Student Misconduct,13-0955,08-19-13/0054,08-19-13/0054,Quadrangle Hall,Inactive
Lost Property,13-0956,08-19-13/1857,08-19-13/1850,Howard Center,Inactive
Injured Person,13-0957,08-19-13/2347,08-19-13/0100,Quadrangle Hall,Inactive
Injured Person,13-0958,08-20-13/1003,08-20-13/1005,Greene Stadium,Inactive
Miscellaneous,13-0959,08-20-13/1726,08-20-13/1720,Meridian Hill,Inactive
Student Misconduct,13-0960,08-20-13/2214,08-20-13/2214,Locke Hall,Inactive
Simple Assault,13-0961,08-20-13/2356,08-20-13/0007,Blackburn Center,Active
Loud Noise,13-0962,08-21-13/0051,08-21-13/0051,Public Space,Inactive
Injured Person,13-0963,08-21-13/0853,08-21-13/0855,Towers Lot,Active
Sick Transport,13-0964,08-21-13/1004,08-21-13/1004,C. B. Powell Building,Inactive
Sick Person,13-0965,08-21-13/1253,08-21-13/1253,Bethune Annex,Inactive
Found Property,13-0966,08-21-13/1651,08-21-13/1630,Main Gate,Inactive
Lost Property,13-0967,08-21-13/1813,07-28-13/1500,Plaza Towers,Inactive
Sick Transport,13-0968,08-21-13/1803,08-21-13/1800,Blackburn Center,Inactive
Possession of Marijuana,13-0969,08-21-13/1944,08-21-13/1944,Academic Bldg. A,Active
Fire Alarm Activation,13-0970,08-21-13/2246,08-21-13/2245,Drew Hall,Inactive
Sick Person,13-0971,08-21-13/2357,08-21-13/2358,Carver Hall,Inactive
Unlawful Entry,13-0972,08-22-13/0836,08-22-13/0833,Mays Hall,Active
Sick Person,13-0973,08-22-13/1320,08-22-13/1214,Quadrangle Hall,Inactive
Vehicle Accident,13-0974,08-22-13/1857,08-22-13/1844,2400 Blk Georgia Ave.,Inactive
Sick Person,13-0975,08-22-13/1930,08-22-13/1756,Administration Building,Active
Unlawful Entry,13-0976,08-22-13/1940,08-22-13/1405,CB Powell,Active
Student Misconduct,13-0977,08-22-13/2019,08-22-13/2019,6th & College,Active
Miscellaneous,13-0978,08-22-13/2334,08-22-13/2334,600 Block Florida Ave.,Inactive
Sick Person,13-0979,08-23-13/0014,08-23-13/0012,Bethune Annex,Inactive
Sick Person,13-0980,08-23-13/0308,08-23-13/0303,Bethune Annex,Inactive
Theft I,13-0981,08-23-13/1535,08-23-13/1504,Douglass Hall,Active
Damaged Property,13-0982,08-23-13/1930,08-23-13/1615,Carver Hall,Inactive
Sick Transport,13-0983,08-23-13/2130,08-23-13/1950,Blackburn Center,Inactive
Robbery Snatch,13-0984,08-24-13/0250,08-24-13/0208,12th & Harvard St,Active
Lost Property,13-0986,08-24-13/0900,08-23-13/1100,Carver Hall Inactive
Alarm Activation,13-0987,08-24-13/1610,08-24-13/1525,Meridian Hill Inactive
Sick Person,13-0988,08-24-13/1800,08-24-13/1737,Fine Arts Inactive
Lost Property,13-0989,08-24-13/1920,08-24-13/1853,Quadrang;e Inactive
Bomb Threat,13-0990,08-24-13/2027,08-24-13/1958,CVS 1900 7th St. Inactive
Miscellaneous,13-0991,08-24-13/2130,08-24-13/2037,Sheman Ave. & Fairmont St Inactive
Lost Property,13-0992,08-25-13/1630,08-25-13/1510,Cramton Auditorium Inactive
Hazardous Ellevator,13-0993,08-25-13/1815,08-25-13/1815,Howard Plaza West Inactive
Miscellaneous,13-0994,08-25-13/2130,08-25-13/2025,2000 Georgia Ave. NW Inactive
Fire Alarm Activation,13-0995,08-26-13/0105,08-26-13/0047,Howard Plaza West Inactive
Injured Person,13-0996,08-26-13/1800,08-26-13/1620,Mays Hall Active
Fire Alarm Activation,13-0997,08-27-13/0614,08-27-13/0558,Cook Hall Active
Lost Property,13-0998,08-27-13/1027,08-27-13/1019,HUSC Inactive
Unlawful Entry,13-0999,08-27-13/1149,08-27-13/1008,Burr Gym Active
Lost Property,13-1000,08-27-13/1152,08-27-13/1058,Blackburn Center Inactive
Sick Person,13-1001,08-27-13/1451,08-27-13/1430,Engineering Room 201 Inactive
Destruction of Property,13-1002,08-27-13/1800,08-27-13/1655,Howard Center Lot Active
Miscellaneous,13-1003,08-27-13/2400,08-27-13/1520,Wonder Plaza Inactive
Attempt Robbery,13-1004,08-27-13/1906,08-27-13/1757,"Florida Ave,NW  Active"
Sick Person,13-1005,08-27-13/2400,08-27-13/1920,Quadrangle Inactive
No Report,13-1006,,,
Threats,13-1007,08-27-13/2342,08-27-13/2342,Carver Hall Active
Sick Transport,13-1008,08-28-13/0018,08-27-13/2348,Howard Plaza Inactive
Miscellaneous,13-1009,08-28-13/1310,08-28-13/1242,School of Business Inactive
Lost Property,13-1010,08-28-13/1310,08-28-13/1222,College of Denistry Inactive
Lost Property,13-1011,08-28-13/1335,08-28-13/1335,Main Gate Inactive
Armed Robbery,13-1012,08-28-13/1334,08-28-13/1334,1st & V St. NW Active
Lost Property,13-1013,08-28-13/1325,08-24-13/2200,Meridian Hill Inactive
Lost Property,13-1014,08-28-13/1407,08-27-13/1500,Meridian Hill Inactive
Student Misconduct,13-1015,08-28-13/1440,08-28-13/1440,Bethune Annex Active
Simple Assault,13-1016,08-28-13/1452,08-27-13/0150,Howard Plaza West Inactive
Sick Person,13-1017,08-29-13/0709,08-29-13/0709,Bethune Annex Inactive
Hazardous Elevator,13-1018,08-29-13/1147,08-29-13/1147,West Campus Active
Theft II,13-1019,08-29-13/1413,08-29-13/1413,Drew Hall Active
Recovered Property,13-1020,08-30-13/0018,08-30-13/2250,Public Space,Inactive
Fire Alarm Activation,13-1021,08-30-13/0018,08-30-13/2250,Service Center,Inactive
Fire Alarm Activation,13-1022,08-30-13/0109,08-30-13/0115,Meridian Hill,Inactive
Fire Alarm Activation,13-1023,08-30-13/0251,08-30-13/0308,Plaza Towers,Inactive
